id,question_id,answer_id,answer_text
6545,1637,"A","Navegar por la zona de navegación costera, manteniendo así una adecuada distancia de seguridad de los buques que lo transitan."
6546,1637,"B","Navegar transitando la vía de circulación apropiada siguiendo la dirección general de la corriente de tráfico indicada para dicha vía."
6547,1637,"C","Cruzar la vía de circulación para navegar por la línea de separación tratando de estorbar lo menos posible."
6548,1637,"D","Navegar por el dispositivo de tráfico entrando y saliendo siempre con el mayor ángulo posible en relación con la dirección general de la corriente. Maniobra y navegación."
6549,1638,"A","Del esprín de proa."
6550,1638,"B","Del largo de proa."
6551,1638,"C","Del esprín de popa."
6552,1638,"D","Del través de popa."
6553,1639,"A","Tesar."
6554,1639,"B","Templar."
6555,1639,"C","Amollar."
6556,1639,"D","Adujar. Emergencias en la mar."
6557,1640,"A","En caso de estar equipados con un reflector de radar, izarlo lo más elevado posible."
6558,1640,"B","No debemos hacer uso del VHF para alertar a un buque que nos puede abordar."
6559,1640,"C","En caso de navegar a vela, no debemos arrancar el motor para evitar un abordaje."
6560,1640,"D","Confiaremos en que todo el mundo respeta el RIPA y consideraremos que en todo momento somos oídos y escuchados."
6561,1641,"A","Las quemaduras de 1er grado con extensión menor del 20% de la superficie corporal."
6562,1641,"B","Las quemaduras de 2º grado que afecten a menos del 10% de la superficie corporal."
6563,1641,"C","Las quemaduras que afecten la cara, cuello u orificios naturales."
6564,1641,"D","Las quemaduras de 3er grado que afecten a menos del 1% de la superficie corporal."
6565,1642,"A","Colocar la popa al viento y abandonar la embarcación por barlovento."
6566,1642,"B","Colocar la popa al viento y abandonar la embarcación por sotavento."
6567,1642,"C","Colocar la proa al viento y abandonar la embarcación por barlovento."
6568,1642,"D","Colocar la proa al viento y abandonar la embarcación por sotavento. Meteorología"
6569,1643,"A","La noche, desde la tierra hacia el mar."
6570,1643,"B","La noche, desde el mar hacia la tierra."
6571,1643,"C","El día, desde la tierra hacia el mar."
6572,1643,"D","El día, desde el mar hacia la tierra."
6573,1644,"A","Son las regiones donde la presión atmosférica es más baja que la del aire circundante."
6574,1644,"B","El aire fluye hacia el interior de las borrascas y asciende desde allí, lo que produce formación de nubosidad y precipitaciones."
6575,1644,"C","A escala sinóptica el aire circula en torno a una depresión en sentido horario en el hemisferio norte."
6576,1644,"D","También se conocen como ciclones, bajas presiones o, simplemente, bajas."
6577,1645,"A","A menor grado en la escala, mayor altura de ola."
6578,1645,"B","Existen equivalencias de esta escala con la escala Beaufort."
6579,1645,"C","Los niveles de ola varían entre “0” y “9”."
6580,1645,"D","A mayor grado en la escala, mayor altura de ola."
6581,1646,"A","Una disminución de la temperatura lleva asociada un aumento de la presión atmosférica."
6582,1646,"B","Un aumento de la temperatura no lleva asociada ninguna variación de la presión atmosférica."
6583,1646,"C","Un aumento de la temperatura lleva asociada una disminución de la presión atmosférica."
6584,1646,"D","Un aumento de la temperatura lleva asociada un aumento de la presión atmosférica. Teoría de la navegación."
6585,1647,"A","Viento real."
6586,1647,"B","Viento aparente."
6587,1647,"C","Viento en superficie."
6588,1647,"D","Virazón."
6589,1648,"A","0º."
6590,1648,"B","+20º."
6591,1648,"C","-20º."
6592,1648,"D","+10º."
6593,1649,"A","Va ligada a la embarcación, invariable durante toda la vida útil de la misma, independientemente de la zona de navegación."
6594,1649,"B","Puede variar en función de la zona de navegación y materiales del casco."
6595,1649,"C","Se emite una tablilla de desvíos durante la construcción de la embarcación, sin caducidad, que variará en función del rumbo."
6596,1649,"D","La información de la tablilla de desvíos se aplica siempre sumando el valor de la misma a la declinación magnética en valor absoluto."
6597,1650,"A","1 milla náutica."
6598,1650,"B","6 millas náuticas."
6599,1650,"C","60 millas náuticas."
6600,1650,"D","100 millas náuticas."
6601,1651,"A","Es un círculo menor paralelo al ecuador."
6602,1651,"B","Es el arco de meridiano contado desde el ecuador hasta el observador."
6603,1651,"C","Es el arco de paralelo contado desde el ecuador hasta el observador."
6604,1651,"D","Es un círculo menor perpendicular al ecuador. Carta de navegación."
6605,1652,"A","l=36º 00,5' N; L=005º 44,9'W."
6606,1652,"B","l=36º 01' N; L=005º 44,9'W."
6607,1652,"C","l=36º 00' N; L=005º 44'W."
6608,1652,"D","l=35º 59,2' N; L=005º 45,3'W."
6609,1653,"A","4,58 metros."
6610,1653,"B","5,79 metros."
6611,1653,"C","5,45 metros."
6612,1653,"D","4,92 metros."
6613,1654,"A","6,6 millas."
6614,1654,"B","6,8 millas."
6615,1654,"C","7,2 millas."
6616,1654,"D","9,7 millas."
6617,1655,"A","l=35º 59,2' N; L=005º 40,0'W."
6618,1655,"B","l=36º 00,4' N; L=005º 39,0'W."
6619,1655,"C","l=35º 55,5' N; L=005º 36,5'W."
6620,1655,"D","l=35º 54,4' N; L=005º 32,2'W."
6621,1656,"A","La diferencia entre el calado de popa y el calado de proa. Es positivo cuando el calado a popa es mayor que a proa."
6622,1656,"B","La curvatura que se produce en sentido longitudinal de la quilla de una embarcación haciendo que sus extremidades estén más elevadas que el centro."
6623,1656,"C","La diferencia entre el calado en la cuaderna maestra y el puntal de la embarcación."
6624,1656,"D","La distancia vertical medida a la mitad de la eslora de la flotación en carga, desde el canto alto de la línea de la cubierta principal hasta la línea de flotación."
6625,1657,"A","El orificio en la obra viva del casco en cuya parte interior se acopla una válvula de apertura y cierre."
6626,1657,"B","El compartimento situado a popa de la embarcación generalmente utilizado como almacén."
6627,1657,"C","La cubierta más baja."
6628,1657,"D","El fondo interior del casco sobre la quilla de la embarcación, en el que se reúnen las aguas de diferentes procedencias."
6629,1658,"A","Las partes de la embarcación a las que pueden acceder los tripulantes."
6630,1658,"B","Las partes de la embarcación objeto de una obra de reforma."
6631,1658,"C","La parte del casco que queda debajo de la línea de flotación."
6632,1658,"D","Los elementos de la embarcación situados sobre cubierta."
6633,1659,"A","Levar el ancla."
6634,1659,"B","Dejar el ancla a la pendura."
6635,1659,"C","Filar la cadena del ancla."
6636,1659,"D","Dejar clara el ancla. Elementos de amarre y fondeo."
6637,1660,"A","El ballestrinque es un nudo que permite realizar una gaza no corrediza para encapillar un cabo."
6638,1660,"B","Un noray es un poste de hierro o madera que, asegurado a la cubierta, sirve para dar vuelta a los cabos cuando se fondea la embarcación."
6639,1660,"C","Una boya es un cuerpo flotante sujeto al fondo del mar mediante un lastre, que se coloca para amarrar una embarcación o como elemento de señalización."
6640,1660,"D","El bichero es el extremo libre de un cabo."
6641,1661,"A","La embarcación debe disponer de una línea de fondeo cuya longitud será como mínimo cuatro veces la eslora de la embarcación."
6642,1661,"B","Hay que tomar referencias a tierra para asegurarnos que el ancla no garrea, y vigilar la sonda marcando un fondo mínimo con la alarma."
6643,1661,"C","Se utilizará el orinque para medir la profundidad y conocer el tipo de fondo."
6644,1661,"D","Se elegirá un tenedero rocoso o con algas, para facilitar el agarre del ancla. Seguridad."
6645,1662,"A","No es obligatorio llevar señales de socorro."
6646,1662,"B","6 bengalas de mano y 3 cohetes con luz roja y paracaídas."
6647,1662,"C","3 bengalas de mano y 3 cohetes con luz roja y paracaídas."
6648,1662,"D","Sólo 3 bengalas de mano."
6649,1663,"A","Sólo en embarcaciones con casco metálico."
6650,1663,"B","En todas las embarcaciones de recreo."
6651,1663,"C","En embarcaciones con casco de madera o fibra."
6652,1663,"D","Sólo en embarcaciones con casco de madera."
6653,1664,"A","Meter el timón inmediatamente a la banda contraria donde ha caído el náufrago para iniciar la maniobra de Anderson o Boutakow."
6654,1664,"B","Detener inmediatamente la máquina o ponerla en punto muerto."
6655,1664,"C","Hacer una llamada de emergencia."
6656,1664,"D","Pulsar el botón “Distress” de la LSD si perdemos de vista al náufrago."
6657,1665,"A","Mantener o recuperar la posición de adrizado."
6658,1665,"B","Mantener o recuperar el asiento o el trimado."
6659,1665,"C","Mantener la escora en un ángulo igual o menor a 15º."
6660,1665,"D","Mantener el francobordo. Legislación."
6661,1666,"A","No se permitirá la descarga de productos avícolas introducidos, incluidas las aves o partes de aves, si dichos productos se han tratado para su esterilización."
6662,1666,"B","Sólo se podrá descargar materia plástica que se haya pasado por un desmenuzador o triturador, de manera que puedan pasar por cribas con mallas de una abertura máxima de 25 mm."
6663,1666,"C","Únicamente se permitirá la descarga de residuos de carga a menos de 12 millas marinas de la tierra más próxima cuando estos no puedan recuperarse mediante los métodos normalmente disponibles de descarga y no incluyan ninguna sustancia clasificada como perjudicial para el medio marino."
6664,1666,"D","En ningún caso se hará a menos de tres millas marinas de la tierra más próxima en el caso de desechos de alimentos que se hayan pasado por un desmenuzador o triturador, de manera que puedan pasar por cribas con mallas de una abertura máxima de 25 mm."
6665,1667,"A","Disponga de depósitos de retención fijos con una conexión universal a tierra."
6666,1667,"B","Efectúe la descarga saliendo de zona 7, a través de un inodoro que disponga de una instalación certificada."
6667,1667,"C","Efectúe la descarga fuera de zona 7, utilizando una instalación de tratamiento de aguas sucias."
6668,1667,"D","Efectúe la descarga a una distancia superior a 3 millas náuticas de la tierra más próxima, si la embarcación está provista de conductos destinados a la descarga al mar que atraviesen el casco con válvulas que puedan cerrarse herméticamente. Balizamiento."
6669,1668,"A","Se coloca próxima o sobre aguas navegables rodeadas por todas partes de un peligro."
6670,1668,"B","Según el ritmo y color de su luz especifican el tamaño del peligro y la distancia a la que puede utilizarse con seguridad la embarcación."
6671,1668,"C","Es negra, con una o más bandas anchas horizontales rojas. Su marca de tope está formada por dos conos negros superpuestos y la luz es blanca."
6672,1668,"D","Su presencia obliga al navegante a consultar la carta y las publicaciones náuticas."
6673,1669,"A","Su color es de libre elección, pero que no se preste a confusión con las marcas para ayuda a la navegación."
6674,1669,"B","Pueden incluir un pictograma para indicar su objetivo, utilizando la simbología apropiada de la Organización Hidrográfica Internacional."
6675,1669,"C","Su marca de tope es amarilla en forma de cruz vertical."
6676,1669,"D","Su forma es de libre elección entre esférica, de castillete o espeque, pero siempre con una marca de tope en forma de cruz vertical."
6677,1670,"A","Grupos de 3 centelleos rápidos cada 5 segundos."
6678,1670,"B","Grupos de 9 centelleos rápidos cada 10 segundos."
6679,1670,"C","Grupos de 6 centelleos rápidos cada 10 segundos."
6680,1670,"D","Centelleos rápidos."
6681,1671,"A","Se aproxima a un puerto, río, estuario u otra vía acuática desde el mar o la determinada por autoridad pertinente que, en principio, debe seguir la dirección contraria a la de las agujas del reloj alrededor de las masas de tierra."
6682,1671,"B","Se aproxima a un puerto, río, estuario u otra vía acuática desde el mar o la determinada por autoridad pertinente que, en principio, debe seguir la dirección de las agujas del reloj alrededor de las masas de tierra."
6683,1671,"C","Se aleja de un puerto, río, estuario u otra vía acuática hacia el mar o la determinada por autoridad pertinente que, en principio, debe seguir la dirección contraria a la de las agujas del reloj alrededor de las masas de tierra."
6684,1671,"D","Se aleja de un puerto, río, estuario u otra vía acuática hacia el mar o la determinada por autoridad pertinente que, en principio, debe seguir la dirección de las agujas del reloj alrededor de las masas de tierra."
6685,1672,"A","Esféricas, de castillete o espeque, con franjas verticales rojas y blancas, y su marca de tope es una esfera roja."
6686,1672,"B","Esféricas, de castillete o espeque, con franjas horizontales azules y blancas, y su marca de tope es un aspa roja."
